brands,code,ecoscore_grade,ingredients_text,packaging_tags,packaging_text,product_name
Alteña's Nopales,0012345678905,unknown,"Courgette (40 %), _ŒUF_, Farines (avoine, pois chiche), bicarbonate, _MOUTARDE_ à L'Ancienne (dont Vinaigre d'alcool, graines de _MOUTARDE_, eau, sel, vin blanc 4,8 % (dont _SULFITES_), sucre, arôme naturel, acidifiant : acide lactique), Cœur: _MOUTARDE_ au miel (dont Sucre, eau, vinaigre d'alcool, graines de _MOUTARDE_, miel 8%, sel, épices, herbes, colorant : caramel E150c, acidifiant : acide citrique, conservateur : E224 (_SULFITES_))","['en:plastic', 'en:cardboard']",,Sphère plaisir
Trader Joe's,00649162,unknown,"CHICKEN (BONELESS CHICKEN BREAST, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: SOY PROTEIN CONCENTRATE, SALT, POTATO STARCH, VINEGAR), LEMON PEPPER SAUCE (WATER, LEMON JUICE, CANOLA OIL, CONTAINS 2% OR LESS OF: SALT, SUGAR, SPICE).",['en:plastic'],,grilled lemon pepper chicken
Tasty Bite,0782733000037,unknown,"WATER, TOMATO PASTE*, CREAM, BUTTER, BROWN, SUGAR*, CANOLA OIL*, CORN STARCH*, CONTAINS 2% OR LESS OF:, CASHEWS*, CULTURED DEXTROSE* (TO MAINTAIN FRESHNESS), DRIED, ONION FLAKES*, GARLIC*, GARLIC POWDER*, GINGER*, GROUND BLACK, CARDAMOM*, LACTIC ACID*, MALTODEXTRIN*, NATURAL SMOKE FLAVOR, PAPRIKA* (COLOR), PAPRIKA EXTRACT* (COLOR), SALT, SPICES*.","['en:plastic', 'en:bag', 'en:bpa-free', 'en:micerowave-safe']",,Butter Chicken Simmer Sauce
,3327750002014,e,"Viande de porc origine France (61%), eau,gras de porc origine France (11%). plasma de porc déshydraté, dextrose,épices et plantes aromatiques, stabilisants diphosphates, triphosphates, arômes naturels, sel antioxydants ascorbate de sodium,acide ascorbique Boyau naturel de mouton; Peut contenir des traces de fruits à coques, gluten, lait, moutarde, oeufs et sulfites.",['en:plastic'],,Saucisse de Francfort
"Paldo,Korea Yakult",0648436100699,c,"Noodles: _Wheat_ flour, palm oil, potato starch, modified potato starch, vegetable seasoning, _gluten_, emulsified oil, alkaline agent, guar gum, calcium powder, onion extract, riboflavin, green tea extract.  Soup base: Chicken broth, sugar, salt, artificial chicken stock powder, flavor enhancer, corn starch, _soy_ sauce powder, green onion extract powder, red pepper powder, _soybean_ oil, artificial chicken flavor, black pepper powder.  Flake soup: Green onion flake, egg flake, chicken breast, pepper flake.","['en:plastic', 'en:wrapper']",,Kokomyun hot spicy chicken soup noodle ramen packs
Lutti,5410057790109,c,"sugar, glucose syrup, dextrose, gelatin, acifier (citric acid), fruit and vegetable concentrate (apple, safflower, blackcurrant, radishes, paprika, orange, passion fruit, mango, gardena), natural aromas, natural orange aroma, spirulina concentrate","['en:plastic', 'en:bag']",,Jack'gom gommes parisiennes
"Now,GNC",0733739024206,c,Brewer's Yeast DRIED.,"['en:plastic', 'en:jar']",,Brewer's Yeast
half&half,0613008727000,unknown,"premium brewed blend of black teas using filtered water, high fructose corn syrup (glucose-fructose syrup), lemon juice from concentrate, pear juice from concentrate, citric acid, ascorbic acid (vitamin c), natural flavors, sucralose, acesulfame potassium, gum acacia, ester gum, med, for arizona beverages usa llc woodbury, ny 11797 usa © 2019 beverage marketing usa, inc, licensed under the authority of innovative flavors,  l,l,c, orlando fl 32835.",['en:plastic'],,Arnold Palmer big bottle
"Coca-Cola,Fanta",7771609001653,not-applicable,"AGUA CARBONATADA, AZÚCAR, SABORIZANTE IDÉNTICO AL NATURAL DE PAPAYA, REGULADOR DE LA ACIDEZ (SIN 330), SUSTANCIAS CONSERVADORAS (SIN 211, SIN 385), EDULCORANTES (SIN 950 ACESULFAME K (0.004%), SIN 951 ASPARTAME (0.0008%)), COLORANTES ARTIFICIALES (SIN 102, SIN 110).","['en:plastic', 'en:recycled-material', 'en:pet-polyethylene-terephthalate', 'en:recycled-plastic', 'en:bottle', 'en:rpet-recycled-polyethylene-terephthalate', 'en:transparent-pet', 'en:transparent-rpet']",,Fanta sabor Papaya
Colácteos,7702434030143,b,"oka Sin azúcar adicionada CONTENIDO NETO 1750 g Consérvese refrigerado en lugares secos y Yogurt semidescremado sin dulce. limpios a temperaturas entre 2-6°C. Información Nutricional Tamafio por porción 1 vaso (200g) Porciones por envase 9 Aprox Cantidad por porción Agitese antes de abrir. Después de abierto, consumass en el menor fempo posible. Calorias 100 Calorias de Grasa 25 % Valor Diario Grasa Total 3g Grasa Saturada 2g 7 702434 030143 5% 10% Contiene lactosa como components natural de la leche. Fabricado por la Cooperativa de Productos Lácteos de Narifio Lida. San Juan de Pasto (Narifo) Calle 30 No. 27A - 171 Barrio La Floresta Tel. (2) 7205316 e-mail: servicioaicliente@colacteos.com www.colacteos.com. MARCA REGISTRADA-INDUSTRIA COLOMBIANA. Producto ideal para consumir a toda hora. Grasa Trans Og Colesterol 15 mg 5% Sodio 105 mg 4% Carbohidrato total 11g 4% Fibra dietarla Og 0% Azúcares 6g** Proteina 8g 16% Vitamina A Calcio 0% 2% Vitamina C 4% 25% Hierro * Los porcentajes de Valores Diarios está basado en una dieta de 2.000 Calorias. Sus valores diarios pueden ser mayores o menores dependiendo de Por ser derivado de la leche, es fuente natural de calcio. sus necesidades calóricas, &quot;La leche aporta naturalmente los azúcares declarados en la tabla nutricional. subsp bulgaricus). Para cualquier sugerencia, favor relacionar lote y e de vencimiento impresos en el empaque y contactamos a la linea de alencidn al ollente 01000096s242 R Santaio No A 00n e ENTES: Leche semidescremade pasteurizada, leche enter en g slvo, cultivos lácticos (Streptococcus Termophilus y Lactobacillus delb",['en:plastic'],,Yogurt Semidescremado sin dulce
Jeden Tag,4306188406396,c,Kokosraspel 100%,"['en:plastic', 'en:bag']",1 farbige teildurchsichtige 200 g-Kunststoff-Tüte zum Wegwerfen,Kokosraspel
Marketside,0681131328944,unknown,"Iceberg lettuce, carrots, red cabbage.","['en:plastic', 'en:hdpe-high-density-polyethylene']",,Classic Iceberg Salad
Back To Nature,0819898012008,b,"whole grain rolled oats, mixed fruit juice concentrate (pineapple syrup, pear concentrate, pineapple concentrate, peach concentrate, pectin), cane sugar, vanilla extract, mixed tocopherols (for freshness),","['en:plastic', 'en:bag', 'en:pouch-flask']",,Gluten Free Classic Granola
suja,0818617021857,unknown,"Purified water, organic lemon juice, organic turmeric juice, organic pineapple juice, organic passionfruit juice, organic ginger juice, organic stevia leaf extract powder, organic black pepper","['en:plastic', 'en:bottle']",1 254 ml plastic bottle to recycle,Lemon Turmeric Pineapple Passionfruit Ginger
"AvoPacific,AvoPacific Oils",0854319008536,f,Avocado oil.,"['en:lid-or-cap', 'en:plastic', 'en:metal', 'en:aerosol-can', 'en:lid', 'en:pump-bottle']",,Avocado Oil Spray
Liviva,0628110422026,unknown,"Organic mung bean, organic green soybean (edamame), water.",['en:plastic'],,Organic Edamame Pasta - Spaghetti
"Envirokidz, Nature's Path",0058449860075,c,"corn meal*, whole grain corn meal*, cane sugar*, peanut butter*, ,molasses*, fair trade cocoa*, sea salt, soy oil*, natural chocolate flavor, tocopherols (vitamin e), tapioca starch*,","['en:plastic', 'en:bag', 'en:box', 'en:container', 'en:cardboard-box']",,Leapin' Lemurs Peanut Butter & Chocolate Cereal
Welch's,0041800501274,b,"SUGAR, STRAWBERRIES, LEMON JUICE CONCENTRATE, FRUIT PECTIN, NATURAL FLAVOR",['en:plastic'],,Natural strawberry spread
Bob's Red Mill,0039978003911,b,"sodium bicarbonate,","['en:plastic', 'en:bag']",,Baking Soda
bare,0013971010015,unknown,"ORGANIC APPLES, ORGANIC CINNAMON.",['en:plastic'],,cinnamon apple chips
Kewpie,0033357071003,d,"Vegetable oil (canola oil, soybean oil), egg yolk, vinegar, salt, monosodium glutamate, spice, natural flavor",['en:plastic'],,Mayonnaise
HAPPY MAMMOTH,9354628000098,unknown,"Maca Root Extract 10:1 (Lepidium meyenii) (Root), Broccoli Sprout 20:1 (Brassica oleracea italica), Chaste Tree Berry Extract 10:1 (Vitex agnus-castus) (Fruit), Ashwagandha Root Extract 25:1 (Withania somnifera) (Whole herb), Wild Yam Extact 8:1 (Discorea oppositifolia) (Root), Fennel Seed Powder Extract 10:1 (Foeniculum vulgare) (Seed), Berberine HCI 9:1 (Berberis aristata) (Root), Gymnema Extract 4:1 (Gymnema sylvestre) (Leaf), Rosemary Extract 8:1 (Rosmarinus officinalis) (Leaf), Chamomile Extract (Matricaria Chamomila) (Flower), American Ginseng Extract 8:1 (Panax quinquefolius) (Root), Rhodiola Rosea Extract 10:1 (3% Rosavins + 2% Salidroside) (Root), Hypomellose, Rice Hullis (Oriza Sativa), Rice Extract Blend",['en:plastic'],,HORMONE HARMONY
Log Cabin,0043000001202,unknown,"WATER, SORBITOL. CONTAINS 2% OR LESS OF: CELLULOSE GUM, NATURAL AND ARTIFICIAL FLAVOR (CARAMEL COLOR), SALT, PHOSPHORIC ACID, ASPARTAME, PRESERVATIVES (SORBIC ACID, SODIUM BENZOATE), CARAMEL COLOR, SODIUM HEXAMETAPHOSPHATE, CITRIC ACID, ACESULFAME POTASSI","['en:plastic', 'en:bottle']",,Sugar Free Syrup
Loma linda,0845561001345,unknown,"water, texture soy protein, brown rice, diced tomatoes, chipotle paste (water, tomato paste, chipotle pepper puree [water, chipotle pepper], salt, sugar, onion, paprika, spices, turmeric, garlic, sesame seed oil, vinegar), black beans, diced red,bell-repper, sweet corn, onion, salt, lemon juice, coriander, cumin, garlic powder, black pepper, chili, spices, yeast extract,",['en:plastic'],,Southwest Bowl
Best Yet,0042187203799,c,"DRY ROASTED PEANUTS, SUGAR, HYDROGENATED RAPESEED OIL, SALT. CONTAINS: PEANUTS",['en:plastic'],,Creamy Peanut Butter
French's,04155237,b,"DISTILLED VINEGAR, WATER, SUGAR, * MUSTARD SEED, HONEY, SALT, SPICES, GARLIC POWDER, CARROT OLEORESIN (COLOR), NATURAL FLAVOR, *: #1 GRADE.","['en:plastic', 'en:bottle']",,Honey Mustard
Right Start Foods,0819716012715,unknown,,['en:plastic'],,Blueberry Yogurt Mini Loaf
H E B,0041220839100,unknown,"ENRICHED WHEAT FLOUR ([WHEAT FLOUR, cts NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), MALTED BARLEY FLOUR), WATER, SUGAR, YEAST, SOYBEAN OIL, CONTAINS 2% OR LESS OF: SALT, SESAME SEEDS, (63 BUTTER (CREAM, SALT), NONFAT DRY MILK, SUNFLOWER LECITHIN, WHEAT GLUTEN, NATURAL FLAVOR, CALCIUM SULFATE, CALCIUM PHOSPHATE, WHEAT FLOUR, POTASSIUM CHLORIDE, AMMONIUM SULFATE, SODIUM PHOSPHATE, CULTURED WHEAT FLOUR, MONOCALCIUM PHOSPHATE, MONOGLYCERIDES. 90 CHLORIDE AMMONIUM SU Value* 3% CONTAINS: WHEAT, MILK, SESAME",['en:plastic'],,Hot Dog Enriched Buns
Ball Park,0050400740419,b,"enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamin mononitrate [vitamin B1], riboflavin [vitamin B2], folic acid), water, sugar, topping (sesame seeds, dehydrated garlic, dehydrated onion, poppy seeds), yeast, vegetable oil (soybean), salt, wheat gluten, preservatives (calcium propionate, sorbic acid), grain vinegar, datem, monoglycerides, cellulose gum, spice ,  coloring, citric acid, monocalcium phosphate, soy lecithin",['en:plastic'],,Everything Burger Buns
Zachary,0075186020616,c,,['en:plastic'],,Pumpkins Mello Creme
,00004022,a,seedless green grapes,['en:plastic'],,Seedless Green Grapes
,00004023,a,Seedless red grapes,['en:plastic'],,Seedless Red Grapes
Freegells,0072084069211,unknown,"corn syrup, eucalyptus oil, FD, C red 40, soy betanin, sucrose, water",['en:plastic'],,Cough Drops Menthol Cherry
Trader Joe's,00744577,f,,['en:plastic'],,Organic Sumatra Coffee Medium Dark Roast
Transnational Foods,0810036562317,unknown,"INGREDIENTS WATER, SUGAR, COCOA, MODIFIED FOOD STARCH CRE COLOR, SALT, CELLULOSE GUM, ARTIFICIAL CHOCOLATE FLAVOR ARTIFICAL VANILLA FLAVOR, PHOSPHORIC ACID, POTASSIUM SORBATE SIDUR BENZOATE, SUCRALOSE, TREHALOSE POLYSORBATE",['en:plastic'],,Chocolate Syrup
Pur Aqua,4061461575472,not-applicable,"CARBONATED WATER WALIC ADID, COCONUT WATER CONCENTRATE POTASSIUM BENZOATE, SUCRALOSE BOM ARABIC, GREEN TEA EXTRACT, NATURAL FLAVOR, CALCIUM DISODIUM SALT OF EP SEQUESTRANT, GLYCEROLESTER OF WO00 ROSIN, CITRIC ACID, NIACINAMIDE WARNA PALMITATE D-CALCIUM PANTOTHENATE ASCORBIC ACID, CHOLECALCIFEROL D - CYANOCOBALAMIN BETA-CAROTENE (COLOR PYRIDOXINE HYDROCHLONCES CONTAINS: COCONUT DIST. & SOLD EXCLUSIVED BY: ALDL BATAVIA, IL 60",['en:plastic'],,Sparkling Frost Pineapple Coconut
Harry & David,0024515306365,c,Coffee. White Coffee,['en:plastic'],,Breakfast Blend
Great Blend,0850058346137,f,,['en:plastic'],,Great Blend Medium Roast
Candy crush,0000790310044,c,,"['en:plastic', 'en:cardboard']",,Color bombe
Squire Boone Village,0009138378043,a,"Sugar, glucose syrup, citric acid, artificial flavors, red 40, red 3, yellow 5, yellow 6, blue 1.",['en:plastic'],,Rainbow Cherry
Trader Joe's,00079150,unknown,,['en:plastic'],,Tortellini
Kroger,0011110001207,a,"unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, contains 2% or less of: yeast, salt, soybean oil, wheat gluten, dough conditioners (sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides and/or diglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono-and diglycerides, azodicarbonamide and/or enzymes), soy flour, yeast food (ammonium sulfate), monocalcium phosphate, calcium sulfate, soy lecithin, calcium propionate (to retard spoilage),","['en:plastic', 'en:bag']",,Round top white bread
"Kroger,Private Selection",0011110001986,a,"ENRICHED FLOUR (_WHEAT_ FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RYE FLOUR, YEAST, VITAL WHEAT GLUTEN, CARAWAY SEEDS. CONTAINS 2% OR LESS OF: SALT, MOLASSES, _SOYBEAN_ OIL, MALTED BARLEY FLOUR, DEXTROSE, CORNMEAL, _SOY_ FLOUR, SODIUM STEAROYL LACTYLATE, CALCIUM PROPIONATE, FUMARIC ACID, LACTIC ACID, ACETIC ACID, CALCIUM SULFATE, AMMONIUM SULFATE, ASCORBIC ACID, ENZYMES.","['en:plastic', 'en:bag']",,Light Rye
Kroger,0011110200181,e,"chicken breast with rib meat, **contains up to 20% of a solution of: water, modified food starch, seasoning (salt, dextrose, natural flavors, modified food starch, polysorbate 80, extractives of paprika, maltodextrin), sodium phosphates, carrageenan, predusted and breaded with: bleached wheat flour, salt, spices, spice extractive, battered with: water, bleached wheat flour, modified corn starch, yellow corn flour, salt, spices, oleoresins paprika, annatto and turmeric, spice extractives,","['en:plastic', 'en:bag', 'en:frozen']",,Boneless chicken wyngz
"simple truch organic,Simple Truth Organic",0011110372710,unknown,"Organic soybeans, salt, organic oil (organic soybean, organic sunflower and/or organic canola oil).","['en:plastic', 'en:pouch-flask']",,"Simple truth organic, roasted & salted soynuts"
Simple Truth Organic,0011110806178,unknown,"ORGANIC CANE SUGAR, ORGANIC VEGETABLE OIL (PALM, SUNFLOWER), ORGANIC HAZELNUTS, ORGANIC COCOA, ORGANIC SKIMMED MILK POWDER, EMULSIFIER (SUNFLOWER LECITHIN), ORGANIC VANILLA EXTRACT.","['en:plastic', 'en:jar']",,Hazelnut Spread
Simple Truth Organic,0011110911513,unknown,ORGANIC BABY SPINACH LEAVES,"['en:plastic', 'en:fresh', 'en:clamshell']",,Baby Spinach
Wel-Pac,0011152156064,unknown,,"['en:plastic', 'en:bag']",,Saki Ika Prepared Squid (Hot)
Ocean Spray,0012000071744,a,"orange juice concentrate (filtered water and concentrate orange juice), natural flavors,","['en:plastic', 'en:bottle']",,Dole Orange Juice
Wholesome,0012511278328,d,Organic Raw Blue Agave Nectar,"['en:plastic', 'en:bottle']",,Organic Raw Blue Agave
Wholesome,0012511305000,unknown,ORGANIC DEHYDRATED CANE JUICE*.,['en:plastic'],,Organic Sucanat Dehydrated Cane Juice
Bubblicious,0012546915199,unknown,"Sugar, corn syrup, artificial and natural flavoring, BHT, cottonseed oil, glycerin, red 40 lake, _soy_ lecithin and titanium dioxide (color).","['en:plastic', 'en:paper']",,Bubblicious Bubblegum
Bubblicious,0012546917568,unknown,"Sugar, corn syrup, gum base; less than 2% of: adipic acid, artificial flavoring, bht (to maintain freshness), citric acid, cottonseed oil, glycerin, malic acid, red 40 lake and soy lecithin.","['en:plastic', 'en:paper']",,Strawberry flavor bubble gum
Sweet baby ray's,0013409516645,b,"ruktossirap, ättika/eddik (majs), tomatpuré, vatten, modifierad stärkelse/modifisert stivelse, salt, ananasjuice koncentrat, rökarom/rögarom, kryddor (_selleri_), färgämne (sockerkulör/karamel), jalapeno peppar (0,15%), konserveringsmedel (natriumbensoat), melass/melasse (0,10%), majssirap, torkad vitlök, _senapspulver / sennepulver_, socker, naturliga aromer, tamarind.","['en:plastic', 'en:squeeze-bottle']",,Sauce barbecue
Bare,0013971010022,unknown,ORGANIC APPLES.,['en:plastic'],,Great Granny Crunchy Apple Chips
Pepperidge Farm,0014100099680,b,"Farine de _blé_ enrichie (farine, niacine, fer, mononitrate de thiamine (Vitamine B1), riboflavine (vitamine B2), acide folique), _fromage_ Cheddar (11%), huile de tournesol, _lait_ écrémé, sucre, maltodextrine de pomme de terre, levure, levure autolyse, levure torula, graisse de _lait_, paprika, épices (contient du _céleri_), oignon en poudre, _crème_ en poudre, _lactosérum_ (_lait_), arôme, extrait de levure autolysée, colorants (rocou, extrait de paprika), ail séché, huile de carthame, maltodextrine, acidifiants (acide lactique, acide citrique), _fromage_ Bleu, correcteur d'acidité (lactate de calcium), huile de soja, correcteur d'acidité (phosphate disodique), poudres à lever (carbonate acide d'ammonium, carbonate acide de sodium, phosphate monocalcique).","['en:plastic', 'en:bag']",,Goldfish Cheddar
Mott's,0014800002737,a,"Apples, granny smith apple puree concentrate, water, ascorbic acid (vitamin c), natural flavors.","['en:plastic', 'en:pouches']",,Unsweetened applesauce
"Gerber,Nestlé",0015000140069,not-applicable,"PURIFIED WATER, MAGNESIUM SULFATE, POTASSIUM BICARBONATE, CALCIUM CHLORIDE.",['en:plastic'],,Purified water with minerals
General Mills,0016000121850,c,"/ whole grain corn, sugar, reese's peanut butter (peanuts, sugar, monoglycerides, peanut oil, salt, molasses, corn starch), dextrose, corn meal, corn syrup, canola oil, salt, hershey's cocoa, caramel color, trisodium phosphate, natural flavor. vitamin e (mixed tocopherols) added to preserve freshness.vitamins and minerals: tricalcium phosphate, calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), a b vitamin (folic acid), vitamin b12, vitamin d3.","['en:plastic', 'en:box', 'en:cardboard']",,Reese's Puffs
General mills,0016000434721,e,"Whole Grain Wheat, Sugar, Rice Flour, Canola Oil, Fructose, Maltodextrin, Dextrose, Salt, Cinnamon, Trisodium Phosphate, Soy Lecithin, Caramel Color. BHT Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.","['en:plastic', 'en:bag', 'en:box', 'en:container']",,Cereal
General Mills,0016000459328,d,"Whole grain wheat, sugar, rice flour, canola oil, fructose, maltodextrin, dextrose, salt, cinnamon, trisodium phosphate, soy lecithin, caramel color. bht added to preserve freshness. vitamins and minerals: calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), a b vitamin (folic acid), vitamin b12, vitamin d3.","['en:plastic', 'en:hdpe-high-density-polyethylene']",,Gmills cinn tst crnch sweetened whl wht rice cereal gnt
Foco,0016229916435,c,"UHT WATER WITH LYCHEE Dl COCCO E LYCHEE INGREDIENTI: DI COCCO NATURALI, SUCCO DI LYCHEE, VITAMINA C","['en:plastic', 'en:brick', 'en:container']",,Foco Coconut Water With Lychee
Lifeway,0017077205160,d,Cultured pasteurized grade a 1% low fat milk.,['en:plastic'],,Premium cultured soft cheese
Kraft,0021000028276,d,"Sugar, tomato puree (water, tomato paste), vinegar, _soybean_ oil, water, salt, contains less than 2 % of modified food starch, spice, phosphoric acid, dried onions, xanthan gum, guar gum, dried garlic, red 40, blue 1, potassium sorbet and calcium disodium EDTA (to protect flavor).","['en:plastic', 'en:bottle']",,Zesty catalina salad dressing bottles
Kraft,0021000646050,d,"soybean oil, water, vinegar, whey (from milk), sugar, salt, contains less than 2% of modified food starch, black peppercorn, dried garlic, xanthan gum, phosphoric acid, polysorbate 60, lactic acid, natural flavor, sorbic acid and calcium disodium edta (to protect flavor) contains: milk,",['en:plastic'],,Peppercorn Ranch Dressing
Kraft,0021000701476,d,"water, vinegar, sugar, soybean oil, salt, garlic, contains less than 2% of citric acid, red bell peppers onions&quot;, xanthan gum, modified food starch, spice, potassium sorbate and calcium disodium edta (to protect flavor) *dried",['en:plastic'],,Lite Zesty Italian Dressing
"Source Naturals, True Whey",0021078019091,unknown,,"['en:plastic', 'en:jar']",,True Whey
"Safeway Farms,Safeway, Signature Farms",0021130153503,unknown,"Ham cured with water, contains 2% or less of the following: vinegar, dextrose, salt sodium phosphate, sodium erythorbate, sodium nitrite.",['en:plastic'],,Cooked Ham
